,name_eng,city_eng,country_eng,latitude,longitude
0,Anaa,Anaa,French Polynesia,-17.355,-145.508333
1,Arrabury,Arrabury,Australia,-26.690556,141.0475
2,Al Arish International Airport,Al Arish,Egypt,31.073333,33.835833
3,Ad-Dabbah,Ad-Dabbah,Sudan,17.59277778,33.95916667
4,Les Salines,Annaba,Algeria,36.822222,7.809444
5,Municipal,Apalachicola,United States,29.727607,-85.027442
6,Arapoti,Arapoti,Brazil,-24.103875,-49.789078
7,Aachen/Merzbruck,Aachen,Germany,50.823056,6.186111
8,Arraias,Arraias,Brazil,-13.025,-46.884
9,Cayana Airstrip,Awaradam,Suriname,3.898611,-55.577778
10,Aranuka,Aranuka,Kiribati,0.185278,173.636667
11,Aalborg,Aalborg,Denmark,57.092789,9.849164
12,Mala Mala,Mala Mala,South Africa,-24.818111,31.544584
13,Al Ain,Al Ain,United Arab Emirates,24.261667,55.609167
14,Anaco,Anaco,Venezuela,9.430225,-64.470725
15,Andrau Airpark,"Houston, TX",United States,72.886944,-55.596111
16,Vityazevo,Anapa,Russian Federation,45.002097,37.347272
17,Aarhus Airport,Aarhus,Denmark,56.300017,10.619008
18,Apalapsili,Apalapsili,Indonesia,-3.883,139.283
19,Altay,Altay,China,47.749,88.089
20,Asau,Asau,Samoa,-13.505778,-172.627972
21,Allah Valley,Surallah,Philippines,6.366817,124.751294
22,Abbottabad,Abbottabad,Pakistan,34.15,73.217
23,Araxa,Araxa,Brazil,-19.563247,-46.960358
24,Al Ghaydah,Al Ghaydah,Yemen,16.191666,52.175
25,Ambriz,Ambriz,Angola,14.86555,-91.501981
26,Abakan,Abakan,Russian Federation,53.74,91.385
27,RAF Station,Abingdon,United Kingdom,51.690556,-1.316667
28,Los Llanos,Albacete,Spain,38.948528,-1.863517
29,Abadan,Abadan,Iran,30.371111,48.228333
30,Abaiang,Abaiang,Kiribati,1.798611,173.040556
31,Abingdon,Abingdon,Australia,-17.617,143.167
32,Alpha,Alpha,Australia,-23.646111,146.583611
33,Municipal,Abilene,United States,32.411306,-99.681889
34,Felix Houphouet Boigny,Abidjan,Cote D&#039;Ivoire,5.261386,-3.926294
35,Kabri Dar,Kabri Dar,Ethiopia,6.734,44.253
36,Ambler,Ambler,United States,67.106314,-157.857472
37,Bamaga Injinoo,"Bamaga, Queensland",Australia,-10.950833,142.459444
38,Albina,Albina,Suriname,5.513,-54.05
39,Aboisso,Aboisso,Cote D&#039;Ivoire,5.433,-3.267
40,Atkamba,Atkamba,Papua New Guinea,-6.05,141.083
41,Albuquerque International,Albuquerque,United States,35.040194,-106.609194
42,Municipal,Aberdeen,United States,45.449056,-98.421833
43,Abu Simbel,Abu Simbel,Egypt,22.375953,31.611722
44,Al-Aqiq,Al-Baha,Saudi Arabia,20.296139,41.634277
45,Atambua,Atambua,Indonesia,-9.074444,124.904444
46,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006792,7.263172
47,Abau,Abau,Papua New Guinea,-10.2,148.733
48,Albury,Albury,Australia,-36.067778,146.958056
49,Dougherty County,Albany,United States,31.535515,-84.194473
50,Dyce,Aberdeen,United Kingdom,57.201944,-2.197778
51,Antrim County,Bellaire,United States,44.988576,-85.198355
52,Kotoka,Accra,Ghana,5.605186,-0.166786
53,Acandi,Acandi,Colombia,8.5,-73.633
54,Lanzarote,Arrecife,Spain,28.945464,-13.605225
55,Altenrhein,Altenrhein,Switzerland,47.485033,9.560775
56,The Blaye,Alderney,United Kingdom,49.706111,-2.214722
57,Anuradhapura,Anuradhapura,Sri Lanka,32.110799,-84.188848
58,Nantucket Memorial,Nantucket,United States,41.253111,-70.060306
59,Aguaclara,Aguaclara,Colombia,4.749,-72.994
60,Arica,Arica,Colombia,-2.133,-71.783
61,International,Ciudad Acuna,Mexico,29.333917,-101.100892
62,Ascona,Ascona,Switzerland,46.157778,8.781944
63,Sahand,Sahand,Iran,37.348017,46.127903
64,Araracuara,Araracuara,Colombia,-0.601111,-72.397778
65,Achinsk,Achinsk,Russian Federation,56.268333,90.570833
66,Municipal,Waco,United States,31.6117,-97.230284
67,Achutupo,Achutupo,Panama,9.183,-78.017
68,Arcata,Arcata,United States,40.978111,-124.108611
69,Xingyi,Xingyi,China,25.155,104.971
70,Atlantic City Intl,Atlantic City,United States,39.457583,-74.577167
71,Zabol A/P,Zabol,Iran,31.098333,61.543889
72,Adana,Adana,Turkey,36.982166,35.280388
73,Adnan Menderes,Izmir,Turkey,38.292392,27.156953
74,Andakombe,Andakombe,Papua New Guinea,46.45027,-95.210955
75,Bole International,Addis Ababa,Ethiopia,8.977889,38.799319
76,International,Aden,Yemen,12.829542,45.028792
77,Adiyaman,Adiyaman,Turkey,37.731369,38.468936
78,Lenawee County,Adrian,United States,41.867674,-84.077306
79,Aldan,Aldan,Russian Federation,58.602778,125.408889
80,Arandis,Arandis,Namibia,-22.462223,14.98
81,Marka International Airport,Amman,Jordan,31.972703,35.991569
82,Adak Island NS,Adak Island,United States,51.877964,-176.646031
83,Adelaide International Airport,Adelaide,Australia,-34.945,138.530556
84,Ardmore Municipal Arpt,Ardmore,United States,34.30425,-97.020583
85,Andes,Andes,Colombia,5.656,-75.879
86,Andamooka,Andamooka,Australia,-30.437778,137.137222
87,Ampara,Ampara,Sri Lanka,8.301486,80.4279
88,Kodiak Airport,Kodiak,United States,57.749968,-152.493855
89,Andrews,Andrews,United States,33.4517,-79.526177
90,Addison Airport,Dallas,United States,32.968559,-96.836448
91,Ada,Ada,United States,34.804262,-96.6712
92,Ardabil,Ardabil,Iran,38.325678,48.424356
93,Andover,Andover,United Kingdom,51.207,-1.528
94,Andrews AFB,Camp Springs,United States,38.810833,-76.867
95,Leuchars,St Andrews,United Kingdom,56.372889,-2.868444
96,Alldays,Alldays,South Africa,-22.679017,29.055517
97,San Andres Island,San Andres Island,Colombia,12.583683,-81.710919
98,Abemama Atoll,Abemama Atoll,Kiribati,0.490833,173.828611
99,Aleneva,Aleneva,United States,58.03333333,-152.9
100,Aek Godang,Aek Godang,Indonesia,1.400103,99.430453
101,Abecher,Abecher,Chad,13.847,20.844333
102,Algeciras,Algeciras,Spain,0,0
103,Aseki,Aseki,Papua New Guinea,-7.35,146.183
104,Albert Lea,Albert Lea,United States,43.681528,-93.36725
105,Aioun El Atrouss,Aioun El Atrouss,Mauritania,16.711293,-9.637883
106,Arpt. Jorge Newbery,Buenos Aires,Argentina,-34.559175,-58.415606
107,Adler - Sochi,Adler,Russian Federation,43.449928,39.956589
108,Vigra,Aalesund,Norway,62.560372,6.110164
109,Allakaket,Allakaket,United States,66.551833,-152.622167
110,Abu Musa,Abu Musa,Iran,25.875742,55.032994
111,Alexandria International,"Alexandria, LA",United States,31.327372,-92.548556
112,Akureyri,Akureyri,Iceland,65.65861,-18.072222
113,San Rafael,San Rafael,Argentina,-34.588314,-68.403854
114,Port Alfred,Port Alfred,South Africa,-33.554167,26.879722
115,USAF Academy Airstrip,Colorado Springs,United States,38.969715,-104.812831
116,Amalfi,Amalfi,Colombia,6.916667,-75.066667
117,Kondavattavan Tank,Ampara,Sri Lanka,40.605444,-95.86775
118,Alta Floresta,Alta Floresta,Brazil,-9.866092,-56.106206
119,Municipal,Jaffrey,United States,42.805134,-72.003022
120,Municipal,Afton,United States,42.708778,-110.942167
121,Afore,Afore,Papua New Guinea,-9.133,148.383
122,Zarafshan,Zarafshan,Uzbekistan,41.613611,64.232777
123,Afutara Aerodrome,Afutara,Solomon Islands,-9.191111,160.949167
124,Fort Worth Alliance,"Fort Worth, TX",United States,32.987639,-97.318806
125,Afyon,Afyon,Turkey,38.726425,30.601114
126,Sabzevar,Sabzevar,Iran,36.168083,57.595183
127,Agadir Almassira,Agadir,Morocco,30.324997,-9.413067
128,Augsburg - Muehlhausen,Munich,Germany,48.425158,10.931764
129,Allegheny County,Pittsburgh,United States,40.354401,-79.930169
130,Anggi,Anggi,Indonesia,-1.383,133.867
131,Flugplatz,Wangerooge,Germany,53.788333,7.920556
132,La Garenne,Agen,France,44.174714,0.590619
133,Angoram,Angoram,Papua New Guinea,-4.05,144.067
134,Angelholm,Angelholm/Helsingborg,Sweden,56.296072,12.847139
135,Wageningen,Wageningen,Suriname,5.833,-56.65
136,Aguni,Aguni,Japan,26.592499,127.240833
137,Kagua,Kagua,Papua New Guinea,-6.383,143.85
138,Wanigela,Wanigela,Papua New Guinea,-9.333,149.15
139,Tasiilaq,Tasiilaq,Greenland,65.612222,-37.618333
140,Angoon,Angoon,United States,57.503555,-134.585094
141,Municipal,Magnolia,United States,33.227468,-93.216992
142,Pablo Ruiz Picasso,Malaga,Spain,36.6749,-4.499106
143,Agrinion,Agrinion,Greece,38.602022,21.351208
144,Kheria,Agra,India,27.155831,77.960892
145,Bush Field,Augusta,United States,33.369943,-81.9645
146,Alejo Garcia,Ciudad Del Este,Paraguay,-25.4555,-54.843592
147,Aguascalients,Aguascalientes,Mexico,21.705558,-102.317858
148,Acarigua,Acarigua,Venezuela,9.553422,-69.237536
149,Agnew,Agnew,Australia,-12.145556,142.149167
150,Agatti Island,Agatti Island,India,10.823656,72.176042
151,Argyle Downs,Argyle Downs,Australia,-16.333,128.767
152,Aggeneys,Aggeneys,South Africa,-29.281767,18.813869
153,Naha Air Force Base,Okinawa,Japan,26.2,127.65
154,Abha,Abha,Saudi Arabia,18.240367,42.656625
155,Amedee AAF,Herlong,Norway,40.265918,-120.150613
156,Downtown,Ardmore,United States,34.146989,-97.122652
157,Ahe Airport,Ahe,French Polynesia,-14.427778,-146.255
158,Municipal,Arapahoe,Guatemala,40.339451,-99.906513
159,Municipal,Amery,United States,45.281148,-92.375392
160,Amahai,Amahai,Indonesia,-3.348,128.926
161,Aishalton,Aishalton,Guyana,2.473604,-59.32111
162,Athens,Athens,Greece,33.948595,-83.326347
163,Fertilia,Alghero,Italy,40.632133,8.290772
164,Ahuas,Ahuas,Honduras,15.472222,-84.352222
165,Amchitka,Amchitka,United States,51.5,179
166,Charif Al Idrissi,Al Hoceima,Morocco,35.177103,-3.839525
167,Ambatolahy,Ambatolahy,Madagascar,-20,45.533
168,Alpe D Huez,Alpe D Huez,France,45.088333,6.084722
169,Alliance,Alliance,United States,42.053222,-102.803778
170,Anita Bay,Anita Bay,United States,56.23333333,-132.3833333
171,Airok,"Airok, Ailinglaplap",Marshall Islands,7.1,171.233
172,Municipal,Anderson,United States,40.108611,-85.613
173,Aiome,Aiome,Papua New Guinea,-5.133,144.717
174,Assis,Assis,Brazil,-22.638564,-50.455914
175,Yalinga,Yalinga,Central African Republic,6.52,23.26
176,Aiambak,Aiambak,Papua New Guinea,-7.35,141.2666667
177,Alisabieh,Alisabieh,Djibouti,11.133,42.717
178,Municipal,Aiken,United States,33.649376,-81.685036
179,Ailigandi,Ailigandi,Panama,9.217,-78.017
180,Ailuk Island,Ailuk Island,Marshall Islands,10.2,169.983
181,Wainwright,Wainwright,United States,70.638,-159.99475
182,Municipal,Atlantic,United States,41.403833,-95.04875
183,Ailinglapalap Island,Ailinglapalap Island,Marshall Islands,7.267,168.817
184,Aripuana,Aripuana,Brazil,-10.186389,-59.4575
185,Arorae Island,Arorae Island,Kiribati,-2.616111,176.8025
186,Aitutaki,Aitutaki,Cook Islands,-18.830922,-159.764233
187,Atiu Island,Atiu Island,Cook Islands,-19.967778,-158.119167
188,George Downer,Aliceville,United States,33.106465,-88.197792
189,Ai-ais,Ai-ais,Namibia,-27.98333333,17.58305556
190,Bader Field,Atlantic City,United States,39.36666667,-74.45
191,Lee C Fine Memorial,Kaiser/Lake Ozark,United States,38.096035,-92.549488
192,Campo Dell Oro,Ajaccio,France,41.923889,8.8025
193,Jouf,Sakaka Al Jouf,Saudi Arabia,29.785133,40.100006
194,A&amp;#287;ri,Agri,Italy,39.654569,43.02715
195,Akjoujt,Akjoujt,Mauritania,19.731667,-14.379444
196,Araak,Araak,Iran,34.138147,49.847292
197,Aizawl,Aizawl,India,23.746603,92.802767
198,Ouani,Anjouan,Comoros,-12.131667,44.430279
199,Aljouf,Aljouf,Yemen,15.717,44.25
200,Arvidsjaur,Arvidsjaur,Sweden,65.590278,19.281944
201,Abreojos,Abreojos,Mexico,26.727222,-113.559444
202,Santa Maria,Aracaju,Brazil,-10.984,-37.070333
203,Agades,Agades,Niger,16.965997,8.000114
204,Ankang,Ankang,China,32.708056,108.931389
205,Atka,Atka,United States,52.220586,-174.206183
206,Fulton International,Akron/Canton,South Africa,41.0375,-81.466917
207,Akola,Akola,India,20.699006,77.058628
208,Akieni,Akieni,Gabon,-1.129436,13.920506
209,Kufrah,Kufrah,Libya,24.178728,23.313958
210,Anguganak,Anguganak,Papua New Guinea,-3.55,142.217
211,Prince Sultan Air Base,Al Kharj,Saudi Arabia,24.0627,47.580536
212,Akiak,Akiak,United States,60.902889,-161.230583
213,Asahikawa,Asahikawa,Japan,43.670833,142.4475
214,Akhiok SPB,Akhiok,United States,56.938691,-154.182556
215,Auckland International,Auckland,New Zealand,-37.008056,174.791667
216,Zakouma,Zakouma,Chad,10.9,19.817
217,King Salmon,King Salmon,United States,58.676493,-156.648691
218,Colorado Plains Regional Airport,"Akron, CO",United States,40.175633,-103.222028
219,Anaktuvuk,Anaktuvuk,United States,68.133597,-151.743342
220,Gunung Batin,Astraksetra,Indonesia,-4.612,105.232
221,Akure,Akure,Nigeria,7.246739,5.301008
222,Akrotiri Raf,Akrotiri,Cyprus,34.590416,32.987861
223,Aksu,Aksu,China,41.2625,80.291667
224,Akulivik,Akulivik,Canada,60.818611,-78.148611
225,Aghajari,Aghajari,Iran,30.74445,49.677183
226,Aktyubinsk,Aktyubinsk,Kazakhstan,50.245833,57.206667
227,Civil,Sittwe,Myanmar,20.132708,92.872628
228,Almaty,Almaty,Kazakhstan,43.352072,77.040508
229,Albany International,Albany,United States,42.749111,-73.801972
230,Alicante El Altet,Alicante,Spain,38.282169,-0.558156
231,Alerta,Alerta,Peru,-11.683,-69.333
232,Alpine,Alpine,United States,30.384222,-103.683583
233,Alta,Alta,Norway,69.976111,23.371667
234,Houari Boumediene,Algiers,Algeria,36.694444,3.216944
235,Albany,Albany,Australia,-34.943333,117.808889
236,International,Alice,United States,27.740889,-98.026944
237,Kortdoorn,Alexander Bay,South Africa,-28.575001,16.533332
238,Asela,Asela,Ethiopia,7.967,39.117
239,Albenga,Albenga,Italy,44.050608,8.127428
240,Municipal,Alamogordo,United States,32.839944,-105.990583
241,Alton,Alton,United States,38.889917,-90.045989
242,Waterloo,Waterloo,United States,42.557081,-92.400344
243,Nejrab,Aleppo,Syria,36.180675,37.224358
244,Federal,Alegrete,Brazil,-29.800274,-55.763054
245,Alexandra,Alexandra,New Zealand,-45.211667,169.373333
246,Municipal,Alamosa,United States,37.434917,-105.866556
247,Alenquer,Alenquer,Brazil,-1.917499,-54.721111
248,Alula,Alula,Somalia,11.95,50.733
249,Andorra La Vella H/P,Andorra La Vella,Andorra,42.506,1.522
250,Walla Walla,Walla Walla,United States,46.094778,-118.289
251,Thomas C Russell Fld,Alexander City,United States,32.914744,-85.962956
252,El Nohza,Alexandria,Egypt,31.183903,29.948889
253,Alitak SPB,Alitak,United States,56.899487,-154.247847
254,Rick Husband Amarillo International,"Amarillo, TX",United States,35.219361,-101.705917
255,Ambilobe,Ambilobe,Madagascar,-13.188431,48.987978
256,Am Timan,Am Timan,Chad,11.034,20.274
257,Ahmedabad,Ahmedabad,India,23.077242,72.63465
258,Alto Molocue,Alto Molocue,Mozambique,-15.633,37.7
259,Ama,Ama,Papua New Guinea,-4.1,141.667
260,Amboin,Amboin,Papua New Guinea,-4.6,143.5
261,Arba Mintch,Arba Mintch,Ethiopia,6.039389,37.590453
262,Selaparang,Mataram,Indonesia,-8.560708,116.094656
263,Almenara,Almenara,Brazil,-16.165963,-40.684436
264,Animas Airpark,Durango,United States,37.203178,-107.869195
265,Puerto Armuellas,Puerto Armuellas,Panama,8.268056,-82.864944
266,Queen Alia Intl,Amman,Jordan,31.722556,35.993214
267,Gratiot Community,Alma,United States,43.322139,-84.687944
268,Mao,Mao,Chad,14.145556,15.314444
269,Ampanihy,Ampanihy,Madagascar,-24.699722,44.734167
270,Pattimura,Ambon,Indonesia,-3.710264,128.089136
271,Arno,Arno,Marshall Islands,7.083,171.683
272,Amsterdam-Schiphol,Amsterdam,Netherlands,52.308613,4.763889
273,Amata,Amata,Australia,-26.102778,131.206667
274,Amanab,Amanab,Papua New Guinea,-3.583,141.2
275,Amderma,Amderma,Russian Federation,69.763333,61.556389
276,Ames,Ames,United States,41.992056,-93.621833
277,Ammaroo,Ammaroo,Australia,-21.739167,135.243056
278,Ambatomainty,Ambatomainty,Madagascar,-17.683,45.617
279,Ardmore,Ardmore,New Zealand,-37.029722,174.973333
280,Orange County Steel Salvage Heliport,Anaheim,United States,33.8125,-117.918889
281,Anniston Metropolitan,Anniston,United States,33.588167,-85.858111
282,Ted Stevens Anchorage International Airport,Anchorage,United States,61.174361,-149.996361
283,Anderson,Anderson,United States,34.494583,-82.709389
284,Marce,Angers,France,47.560211,-0.312128
285,Cerro Moreno,Antofagasta,Chile,-23.444478,-70.4451
286,Brie-Champniers,Angouleme,France,45.729475,0.219153
287,Anuha Island Resort,Anuha Island Resort,Solomon Islands,-8.983,160.5
288,Aniak,Aniak,United States,61.581597,-159.543043
289,Zanaga,Zanaga,Congo,-2.85,13.817
290,Etimesgut,Ankara,Turkey,39.949831,32.688622
291,Andulo,Andulo,Angola,-11.471389,16.710833
292,Antsirabato,Antalaha,Madagascar,-14.999411,50.320233
293,Annette Island,Annette Island,United States,55.042437,-131.572232
294,Angoche,Angoche,Mozambique,-16.181944,39.944722
295,Lee,Annapolis,United States,38.942878,-76.568399
296,Tri-State Steuben Cty,Angola,United States,41.639698,-85.083493
297,Deurne,Antwerp,Belgium,51.189444,4.460278
298,Andahuaylas,Andahuaylas,Peru,-13.706408,-73.350378
299,St Anton,St Anton,Austria,0,0
300,V. C. Bird Intl,St. John&#039;s,Antigua And Barbuda,17.136667,-61.792778
301,Anvik,Anvik,United States,62.647328,-160.190067
302,Ainsworth,Ainsworth,United States,42.579228,-99.992967
303,Andenes,Andenes,Norway,69.2925,16.144167
304,Anthony,Anthony,United States,37.158522,-98.079647
305,Angus Downs,Angus Downs,Australia,-25.034,132.276
306,Aroa,Aroa,Papua New Guinea,-9.017,146.8
307,Annanberg,Annanberg,Papua New Guinea,-4.917,144.65
308,Altenburg Nobitz,Altenburg,Germany,50.981817,12.506361
309,Abou Deia,Abou Deia,Chad,11.467,19.283
310,Anadolu University,Eskisehir,Turkey,39.81166667,30.52861111
311,Anshan,Anshan,China,41.105278,122.853889
312,Allen County,Lima,United States,40.707478,-84.027078
313,Falconara,Ancona,Italy,43.616342,13.362319
314,Aomori,Aomori,Japan,40.734722,140.690833
315,Karpathos,Karpathos,Greece,35.421408,27.146008
316,Paso De Los Libres,Paso De Los Libres,Argentina,-29.689425,-57.152078
317,Arona,Arona,Solomon Islands,-6.3,146.017
318,Martinsburg,Martinsburg,United States,40.296361,-78.320028
319,Alor Setar,Alor Setar,Malaysia,6.189667,100.398183
320,Amook,Amook,United States,57.46666667,-153.8333333
321,Corrado Gex,Aosta,Italy,45.738456,7.368719
322,Attopeu,Attopeu,Laos,14.8,106.833
323,Arapahoe Co,Denver,United States,39.570111,-104.849306
324,Apolo,Apolo,Bolivia,-14.733,-68.417
325,Napa County,Napa,United States,38.213194,-122.280694
326,San Juan Aposento,San Juan Aposento,Peru,-15.35,-75.167
327,Naples,Naples,United States,26.152287,-81.775793
328,Phillips AAF,Aberdeen,United States,39.466219,-76.168808
329,Camp A P Hill,Bowling Green,United States,38.068833,-77.318333
330,Apiay,Apiay,Colombia,4.076069,-73.562731
331,Apataki,Apataki,French Polynesia,-15.573611,-146.415278
332,Nampula,Nampula,Mozambique,-15.105611,39.2818
333,Alpena County Regional,Alpena,United States,45.078083,-83.560306
334,Apartado,Apartado,Colombia,7.811817,-76.716325
335,Asapa,Asapa,Papua New Guinea,-8.967,148.1
336,Arapiraca,Arapiraca,Brazil,-9.775358,-36.6292
337,April River,April River,Papua New Guinea,-4.7,142.533
338,Anapolis,Anapolis,Brazil,-16.362336,-48.927053
339,Marion County,Jasper,United States,35.060678,-85.585317
340,Apucarana,Apucarana,Brazil,-23.609511,-51.384486
341,Apple Valley,Apple Valley,United States,34.575333,-117.186194
342,Faleolo,Apia,Samoa,-13.829667,-171.997167
343,Arapongas,Arapongas,Brazil,-23.352856,-51.491656
344,Alto Parnaiba,Alto Parnaiba,Brazil,-9.083605,-45.950554
345,Zapala,Zapala,Argentina,-38.9755,-70.113581
346,Araraquara,Araraquara,Brazil,-21.812,-48.133028
347,Quiche Airport,Quiche,Guatemala,15.012222,-91.150556
348,Anqing,Anqing,China,30.582222,117.050278
349,Qaisumah,Qaisumah,Saudi Arabia,28.335192,46.125069
350,King Hussein Intl,Aqaba,Jordan,29.611619,35.018067
351,Ariquemes,Ariquemes,Brazil,-10.177778,-62.826111
352,Rodriguez Ballon,Arequipa,Peru,-16.341072,-71.583083
353,Saqani,Saqani,Fiji,-16.45,179.733
354,Alyeska,Alyeska,United States,60.966096,-149.125789
355,Acadiana Regional,New Iberia,United States,30.037758,-91.883896
356,Municipal,"Ann Arbor, MI",United States,42.222984,-83.745607
357,Arctic Village,Arctic Village,United States,68.114669,-145.579415
358,Alor Island,Alor Island,Indonesia,-8.132336,124.597014
359,Arecibo,Arecibo,Puerto Rico,18.451111,-66.675556
360,Acaricuara,Acaricuara,Colombia,0.567,-72.4
361,Walnut Ridge,Walnut Ridge,United States,36.124667,-90.925111
362,Talagi,Arkhangelsk,Russian Federation,64.60028,40.716667
363,Chacalluta,Arica,Chile,-18.348531,-70.338742
364,Arso,Arso,Indonesia,-2.917,140.783
365,Arusha,Arusha,Tanzania,-3.367794,36.633333
366,Arly,Arly,Burkina Faso,11.597,1.483
367,Armidale,Armidale,Australia,-30.528056,151.617222
368,Arlanda,Stockholm,Sweden,59.651944,17.918611
369,Arboletas,Arboletas,Colombia,8.833,-76.433
370,Aragip,Aragip,Papua New Guinea,-9.867,149.483
371,Arauquita,Arauquita,Colombia,7.021058,-71.388864
372,Alto Rio Senguerr,Alto Rio Senguerr,Argentina,-45.017,-70.8
373,Aragarcas,Aragarcas,Brazil,-15.896733,-52.095564
374,Watertown,Watertown,United States,43.991917,-76.02175
375,Aracatuba,Aracatuba,Brazil,-21.141342,-50.424722
376,Noble F. Lee,Minocqua,United States,45.927917,-89.730944
377,Arad,Arad,Romania,46.17655,21.262022
378,Asbury Park,"Neptune, NJ",United States,40.21944444,-74.09
379,Ararat,Ararat,Australia,-37.309444,142.988611
380,Assab International,Assab,Eritrea,13.071783,42.645006
381,Ashgabat,Ashgabat,Turkmenistan,37.986814,58.360967
382,Ascension,Ascension,Bolivia,-15.717,-63.1
383,Andros Town,Andros Town,Bahamas,24.698283,-77.795611
384,Aspen,Aspen,United States,39.223167,-106.868861
385,Astrakhan,Astrakhan,Russian Federation,46.283333,48.006278
386,Ashburton,Ashburton,New Zealand,-43.903333,171.796667
387,Boire Field,"Nashua, NH",United States,42.78175,-71.514778
388,Wideawake Field,"Georgetown, Ascension Island",St. Helena,-7.969597,-14.393664
389,Amami O Shima,Amami O Shima,Japan,28.430633,129.712542
390,Yamoussoukro,Yamoussoukro,Cote D&#039;Ivoire,6.903167,-5.365581
391,Harrison County,Marshall,United States,32.5205,-94.307778
392,Yohannes IV,Asmara,Eritrea,15.291853,38.910667
393,Talladega,Talladega,United States,33.569471,-86.05123
394,Asosa,Asosa,Ethiopia,10.01855,34.586253
395,Alice Springs,Alice Springs,Australia,-23.806667,133.902222
396,Austin,Austin,United States,39.467981,-117.19537
397,Erkilet International Airport,Kayseri,Turkey,38.770386,35.495428
398,Astoria,Astoria,United States,46.157972,-123.878694
399,Silvio Pettirossi,Asuncion,Paraguay,-25.23985,-57.519133
400,Amboseli,Amboseli,Kenya,-2.633,37.25
401,Aswan,Aswan,Egypt,23.964356,32.819975
402,Ashland,Ashland,United States,46.548528,-90.918972
403,Ashley,Ashley,United States,46.023863,-99.352614
404,Asirim,Asirim,Papua New Guinea,-5.867,150.367
405,Anta,Anta,Peru,-9.347444,-77.598392
406,Atbara,Atbara,Sudan,17.709722,34.056944
407,Atoifi,Atoifi,Solomon Islands,-8.873333,161.011389
408,Antlers,Antlers,United States,34.192601,-95.649859
409,Chachoan,Ambato,Ecuador,-1.212067,-78.574636
410,Attock,Attock,Pakistan,33.9,72.25
411,Eleftherios Venizelos,Athens,Greece,37.936358,23.944467
412,Artigas,Artigas,Uruguay,-30.400706,-56.507869
413,Antsirabe,Antsirabe,Madagascar,-19.836944,47.065278
414,Atqasuk,Atqasuk,United States,70.467276,-157.435736
415,Hartsfield-jackson Atlanta International,"Atlanta, GA",United States,33.63672,-84.428066
416,Altamira,Altamira,Brazil,-3.253906,-52.253978
417,Namatanai,Namatanai,Papua New Guinea,-3.667,152.433
418,Ohio University,Athens,Greece,39.211893,-82.229255
419,Airstrip,Aitape,Papua New Guinea,-3.133,142.333
420,Raja Sansi,Amritsar,India,31.709594,74.797264
421,Mouakchott,Atar,Mauritania,20.506828,-13.043194
422,Artesia,Artesia,United States,32.852528,-104.467686
423,Atmautluak,Atmautluak,United States,60.866746,-162.273139
424,Casco Cove,Attu Island,United States,52.832542,173.175554
425,Ati,Ati,Chad,13.238889,18.313333
426,Outagamie County,Appleton,United States,44.258083,-88.519083
427,Atbasar,Atbasar,Kazakhstan,51.851667,68.363333
428,Watertown,Watertown,United States,44.913972,-97.154722
429,Assiut,Assiut,Egypt,27.046508,31.011983
430,Reina Beatrix,Aruba,Aruba,12.501389,-70.015221
431,Itauba,Itauba,Brazil,-7.1,-41.98333333
432,Arauca,Arauca,Colombia,7.068889,-70.736944
433,Augustus Downs,Augustus Downs,Australia,-18.5075,139.883611
434,Abu Rudeis,Abu Rudeis,Egypt,28.899017,33.202461
435,Auxerre Branches,Auxerre,France,47.846328,3.496578
436,Augusta,Augusta,United States,44.32065,-69.797318
437,Abu Dhabi International,Abu Dhabi,United Arab Emirates,24.432972,54.651138
438,Aua Island,Aua Island,Papua New Guinea,-1.45,143.067
439,Ambunti,Ambunti,Papua New Guinea,-4.217,142.817
440,Alakanuk,Alakanuk,United States,62.680044,-164.659925
441,Aur Island,Aur Island,Marshall Islands,8.145277,171.173056
442,Austin,Austin,United States,43.662639,-92.932917
443,Auburn,Auburn,United States,38.954806,-121.081722
444,Auburn-Opelika,Auburn,United States,32.615111,-85.434
445,Agaun,Agaun,Papua New Guinea,-9.917,149.383
446,Atuona,Atuona,French Polynesia,-9.768794,-139.011256
447,Aurillac,Aurillac,France,44.897583,2.416719
448,Atauro,Atauro,Indonesia,-8.267,125.602
449,Aurukun Mission,Aurukun Mission,Australia,-13.353889,141.720833
450,Aumo,Aumo,Papua New Guinea,-5.733333333,148.5
451,Municipal,Wausau,United States,44.926285,-89.627002
452,Araguaina,Araguaina,Brazil,-7.227867,-48.240467
453,Aneityum,Aneityum,Vanuatu,-20.249167,169.771389
454,Municipal Airport,Aurora,United States,41.771917,-88.475667
455,An Shun/Huang Guo Shu,An Shun,China,26.260556,105.873056
456,Aviano,Aviano,Italy,46.031889,12.596472
457,Avoriaz,Avoriaz,France,46.2,6.766666667
458,Auvergne,Auvergne,Australia,-15.690278,130.008611
459,Maximo Gomez,Ciego De Avila,Cuba,22.027053,-78.789617
460,Arvaikheer,Arvaikheer,Mongolia,46.250397,102.802078
461,Asheville Regional Airport,Fletcher,United States,35.436194,-82.541806
462,Avignon-Caum,Avignon,France,43.906581,4.902028
463,Municipal,Avon Park,United States,27.5913,-81.528967
464,Wilkes-Barre/Scranton International Airport,"Wilkes-Barre/Scranton, PA",United States,41.338472,-75.723389
